,,50.80%,41.40%,32.50%,,,,32.50%,,
2302,Count Subarrays With Score Less Than K,50.60%,Hard,33.00%,32.50%,-0.74%,3,2.978,,
446,Arithmetic Slices II - Subsequence,39.50%,Hard,32.96%,32.50%,-0.68%,3,2.980,,
2300,Successful Pairs of Spells and Potions,30.00%,Medium,12.40%,41.40%,49.49%,2,2.990,,
552,Student Attendance Record II,40.80%,Hard,32.70%,32.50%,-0.30%,3,2.991,,
827,Making A Large Island,44.80%,Hard,32.67%,32.50%,-0.25%,3,2.992,,
968,Binary Tree Cameras,46.80%,Hard,32.60%,32.50%,-0.15%,3,2.995,,
1818,Minimum Absolute Sum Difference,29.80%,Medium,12.20%,41.40%,49.83%,2,2.997,,
864,Shortest Path to Get All Keys,45.00%,Hard,32.33%,32.50%,0.25%,3,3.008,,
757,Set Intersection Size At Least Two,43.30%,Hard,32.20%,32.50%,0.45%,3,3.013,,
1203,Sort Items by Groups Respecting Dependencies,49.80%,Hard,32.20%,32.50%,0.44%,3,3.013,,
727,Minimum Window Subsequence,42.80%,Hard,32.14%,32.50%,0.54%,3,3.016,,1
1316,Distinct Echo Substrings,49.70%,Hard,32.10%,32.50%,0.59%,3,3.018,,
358,Rearrange String k Distance Apart,37.30%,Hard,32.05%,32.50%,0.67%,3,3.020,,1
517,Super Washing Machines,39.60%,Hard,32.02%,32.50%,0.72%,3,3.021,,
32,Longest Valid Parentheses,32.40%,Hard,31.93%,32.50%,0.84%,3,3.025,,
1697,Checking Existence of Edge Length Limited Paths,49.40%,Hard,31.80%,32.50%,1.04%,3,3.031,,
1735,Count Ways to Make Array With Product,49.40%,Hard,31.80%,32.50%,1.04%,3,3.031,,
1970,Last Day Where You Can Still Cross,49.30%,Hard,31.70%,32.50%,1.19%,3,3.036,,
188,Best Time to Buy and Sell Stock IV,34.40%,Hard,31.64%,32.50%,1.27%,3,3.038,,
1711,Count Good Meals,28.60%,Medium,11.00%,41.40%,51.88%,2,3.038,,
1713,Minimum Operations to Make a Subsequence,49.10%,Hard,31.50%,32.50%,1.48%,3,3.044,,
2218,Maximum Value of K Coins From Piles,49.10%,Hard,31.50%,32.50%,1.48%,3,3.044,,
943,Find the Shortest Superstring,45.30%,Hard,31.47%,32.50%,1.53%,3,3.046,,
1201,Ugly Number III,28.30%,Medium,10.70%,41.40%,52.39%,2,3.048,,
1388,Pizza With 3n Slices,49.00%,Hard,31.40%,32.50%,1.63%,3,3.049,,
1569,Number of Ways to Reorder Array to Get Same BST,49.00%,Hard,31.40%,32.50%,1.63%,3,3.049,,
132,Palindrome Partitioning II,33.30%,Hard,31.36%,32.50%,1.68%,3,3.050,,
327,Count of Range Sum,36.10%,Hard,31.30%,32.50%,1.77%,3,3.053,,
1590,Make Sum Divisible by P,28.10%,Medium,10.50%,41.40%,52.73%,2,3.055,,
818,Race Car,43.20%,Hard,31.20%,32.50%,1.92%,3,3.058,,
1263,Minimum Moves to Move a Box to Their Target Location,48.80%,Hard,31.20%,32.50%,1.93%,3,3.058,,
1982,Find Array Given Subset Sums,48.70%,Hard,31.10%,32.50%,2.07%,3,3.062,,
269,Alien Dictionary,35.00%,Hard,31.05%,32.50%,2.14%,3,3.064,,1
1654,Minimum Jumps to Reach Home,27.80%,Medium,10.20%,41.40%,53.24%,2,3.065,,
483,Smallest Good Base,38.10%,Hard,31.02%,32.50%,2.20%,3,3.066,,
1585,Check If String Is Transformable With Substring Sort Operations,48.50%,Hard,30.90%,32.50%,2.37%,3,3.071,,
630,Course Schedule III,40.10%,Hard,30.86%,32.50%,2.43%,3,3.073,,
1125,Smallest Sufficient Team,47.30%,Hard,30.80%,32.50%,2.52%,3,3.076,,
2290,Minimum Obstacle Removal to Reach Corner,48.40%,Hard,30.80%,32.50%,2.52%,3,3.076,,
1210,Minimum Moves to Reach Target with Rotations,48.30%,Hard,30.70%,32.50%,2.67%,3,3.080,,
1830,Minimum Number of Operations to Make String Sorted,48.30%,Hard,30.70%,32.50%,2.67%,3,3.080,,
1916,Count Ways to Build Rooms in an Ant Colony,48.30%,Hard,30.70%,32.50%,2.67%,3,3.080,,
336,Palindrome Pairs,35.50%,Hard,30.57%,32.50%,2.86%,3,3.086,,
1088,Confusing Number II,46.50%,Hard,30.54%,32.50%,2.90%,3,3.087,,1
940,Distinct Subsequences II,44.30%,Hard,30.51%,32.50%,2.94%,3,3.088,,
1568,Minimum Number of Days to Disconnect Island,48.10%,Hard,30.50%,32.50%,2.96%,3,3.089,,
1745,Palindrome Partitioning IV,48.10%,Hard,30.50%,32.50%,2.96%,3,3.089,,
745,Prefix and Suffix Search,41.40%,Hard,30.47%,32.50%,3.00%,3,3.090,,
793,Preimage Size of Factorial Zeroes Function,42.10%,Hard,30.47%,32.50%,3.01%,3,3.090,,
1223,Dice Roll Simulation,48.00%,Hard,30.40%,32.50%,3.11%,3,3.093,,
233,Number of Digit One,33.80%,Hard,30.38%,32.50%,3.14%,3,3.094,,
843,Guess the Word,42.70%,Hard,30.34%,32.50%,3.21%,3,3.096,,
1326,Minimum Number of Taps to Open to Water a Garden,47.90%,Hard,30.30%,32.50%,3.26%,3,3.098,,
2322,Minimum Score After Removals on a Tree,47.90%,Hard,30.30%,32.50%,3.26%,3,3.098,,
432,All O`one Data Structure,36.40%,Hard,30.06%,32.50%,3.61%,3,3.108,,
381,Insert Delete GetRandom O(1) - Duplicates allowed,35.60%,Hard,30.01%,32.50%,3.69%,3,3.111,,
600,Non-negative Integers without Consecutive Ones,38.80%,Hard,30.00%,32.50%,3.70%,3,3.111,,
2288,Apply Discount to Prices,26.30%,Medium,8.70%,41.40%,55.80%,2,3.116,,
1349,Maximum Students Taking Exam,47.30%,Hard,29.70%,32.50%,4.15%,3,3.124,,
1178,Number of Valid Words for Each Puzzle,46.70%,Hard,29.42%,32.50%,4.56%,3,3.137,,
1488,Avoid Flood in The City,25.70%,Medium,8.10%,41.40%,56.83%,2,3.137,,
1425,Constrained Subsequence Sum,46.90%,Hard,29.30%,32.50%,4.74%,3,3.142,,
1449,Form Largest Integer With Digits That Add up to Target,46.80%,Hard,29.20%,32.50%,4.89%,3,3.147,,
2151,Maximum Good People Based on Statements,46.80%,Hard,29.20%,32.50%,4.89%,3,3.147,,
2029,Stone Game IX,25.30%,Medium,7.70%,41.40%,57.51%,2,3.150,,
829,Consecutive Numbers Sum,41.20%,Hard,29.04%,32.50%,5.12%,3,3.154,,
1499,Max Value of Equation,46.60%,Hard,29.00%,32.50%,5.19%,3,3.156,,
1851,Minimum Interval to Include Each Query,46.60%,Hard,29.00%,32.50%,5.19%,3,3.156,,
1871,Jump Game VII,25.00%,Medium,7.40%,41.40%,58.02%,2,3.160,,
214,Shortest Palindrome,31.90%,Hard,28.76%,32.50%,5.54%,3,3.166,,
928,Minimize Malware Spread II,42.30%,Hard,28.69%,32.50%,5.65%,3,3.169,,
1803,Count Pairs With XOR in a Range,46.30%,Hard,28.70%,32.50%,5.63%,3,3.169,,
2312,Selling Pieces of Wood,46.30%,Hard,28.70%,32.50%,5.63%,3,3.169,,
2310,Sum of Numbers With Units Digit K,24.60%,Medium,7.00%,41.40%,58.70%,2,3.174,,
972,Equal Rational Numbers,42.80%,Hard,28.54%,32.50%,5.86%,3,3.176,,
1964,Find the Longest Valid Obstacle Course at Each Position,46.10%,Hard,28.50%,32.50%,5.93%,3,3.178,,
488,Zuma Game,35.60%,Hard,28.44%,32.50%,6.01%,3,3.180,,
924,Minimize Malware Spread,42.00%,Hard,28.45%,32.50%,6.00%,3,3.180,,
1595,Minimum Cost to Connect Two Groups of Points,46.00%,Hard,28.40%,32.50%,6.07%,3,3.182,,
1799,Maximize Score After N Operations,46.00%,Hard,28.40%,32.50%,6.07%,3,3.182,,
1191,K-Concatenation Maximum Sum,24.10%,Medium,6.63%,41.40%,59.33%,2,3.187,,
1246,Palindrome Removal,45.90%,Hard,28.30%,32.50%,6.22%,3,3.187,,1
1643,Kth Smallest Instructions,45.90%,Hard,28.30%,32.50%,6.22%,3,3.187,,
10,Regular Expression Matching,28.30%,Hard,28.15%,32.50%,6.44%,3,3.193,,
1956,Minimum Time For K Virus Variants to Spread,45.70%,Hard,28.10%,32.50%,6.52%,3,3.196,,1
1998,GCD Sort of an Array,45.70%,Hard,28.10%,32.50%,6.52%,3,3.196,,
2009,Minimum Number of Operations to Make Array Continuous,45.70%,Hard,28.10%,32.50%,6.52%,3,3.196,,
2163,Minimum Difference in Sums After Removal of Elements,45.70%,Hard,28.10%,32.50%,6.52%,3,3.196,,
629,K Inverse Pairs Array,37.30%,Hard,28.07%,32.50%,6.56%,3,3.197,,
591,Tag Validator,36.70%,Hard,28.03%,32.50%,6.62%,3,3.199,,
1458,Max Dot Product of Two Subsequences,45.60%,Hard,28.00%,32.50%,6.67%,3,3.200,,
30,Substring with Concatenation of All Words,28.40%,Hard,27.96%,32.50%,6.73%,3,3.202,,
902,Numbers At Most N Given Digit Set,41.00%,Hard,27.77%,32.50%,7.01%,3,3.210,,
1067,Digit Count in Range,43.40%,Hard,27.75%,32.50%,7.04%,3,3.211,,1
2195,Append K Integers With Minimal Sum,23.50%,Medium,5.90%,41.40%,60.58%,2,3.212,,
879,Profitable Schemes,40.60%,Hard,27.71%,32.50%,7.10%,3,3.213,,
1187,Make Array Strictly Increasing,44.90%,Hard,27.49%,32.50%,7.42%,3,3.223,,
1000,Minimum Cost to Merge Stones,42.10%,Hard,27.43%,32.50%,7.51%,3,3.225,,
987,Vertical Order Traversal of a Binary Tree,41.90%,Hard,27.42%,32.50%,7.52%,3,3.226,,
801,Minimum Swaps To Make Sequences Increasing,39.10%,Hard,27.35%,32.50%,7.63%,3,3.229,,
2280,Minimum Lines to Represent a Line Chart,22.80%,Medium,5.20%,41.40%,61.77%,2,3.235,,
1627,Graph Connectivity With Threshold,44.80%,Hard,27.20%,32.50%,7.85%,3,3.236,,
1892,Page Recommendations II,44.70%,Hard,27.10%,32.50%,8.00%,3,3.240,Sql,1
1392,Longest Happy Prefix,44.60%,Hard,27.00%,32.50%,8.15%,3,3.244,,
2199,Finding the Topic of Each Post,44.60%,Hard,27.00%,32.50%,8.15%,3,3.244,Sql,1
2202,Maximize the Topmost Element After K Moves,22.30%,Medium,4.70%,41.40%,62.63%,2,3.253,,
683,K Empty Slots,36.80%,Hard,26.78%,32.50%,8.47%,3,3.254,,1
854,K-Similar Strings,39.30%,Hard,26.77%,32.50%,8.48%,3,3.254,,
1345,Jump Game IV,44.20%,Hard,26.60%,32.50%,8.74%,3,3.262,,
2069,Walking Robot Simulation II,22.00%,Medium,4.40%,41.40%,63.14%,2,3.263,,
391,Perfect Rectangle,32.20%,Hard,26.47%,32.50%,8.94%,3,3.268,,
2193,Minimum Number of Moves to Make Palindrome,44.00%,Hard,26.40%,32.50%,9.04%,3,3.271,,
952,Largest Component Size by Common Factor,40.30%,Hard,26.34%,32.50%,9.13%,3,3.274,,
1707,Maximum XOR With an Element From Array,43.90%,Hard,26.30%,32.50%,9.19%,3,3.276,,
2246,Longest Path With Different Adjacent Characters,43.80%,Hard,26.20%,32.50%,9.33%,3,3.280,,
2328,Number of Increasing Paths in a Grid,43.80%,Hard,26.20%,32.50%,9.33%,3,3.280,,
2172,Maximum AND Sum of Array,43.70%,Hard,26.10%,32.50%,9.48%,3,3.284,,
44,Wildcard Matching,26.70%,Hard,26.05%,32.50%,9.55%,3,3.286,,
906,Super Palindromes,39.30%,Hard,26.01%,32.50%,9.61%,3,3.288,,
1293,Shortest Path in a Grid with Obstacles Elimination,43.60%,Hard,26.00%,32.50%,9.63%,3,3.289,,
644,Maximum Average Subarray II,35.40%,Hard,25.95%,32.50%,9.70%,3,3.291,,1
1269,Number of Ways to Stay in the Same Place After Some Steps,43.50%,Hard,25.90%,32.50%,9.78%,3,3.293,,
1521,Find a Value of a Mysterious Function Closest to Target,43.50%,Hard,25.90%,32.50%,9.78%,3,3.293,,
956,Tallest Billboard,39.90%,Hard,25.88%,32.50%,9.81%,3,3.294,,
927,Three Equal Parts,39.40%,Hard,25.80%,32.50%,9.92%,3,3.298,,
273,Integer to English Words,29.70%,Hard,25.70%,32.50%,10.08%,3,3.302,,
741,Cherry Pickup,36.30%,Hard,25.43%,32.50%,10.47%,3,3.314,,
1671,Minimum Number of Removals to Make Mountain Array,43.00%,Hard,25.40%,32.50%,10.52%,3,3.316,,
1879,Minimum XOR Sum of Two Arrays,43.00%,Hard,25.40%,32.50%,10.52%,3,3.316,,
2003,Smallest Missing Genetic Value in Each Subtree,43.00%,Hard,25.40%,32.50%,10.52%,3,3.316,,
126,Word Ladder II,27.20%,Hard,25.35%,32.50%,10.59%,3,3.318,,
1157,Online Majority Element In Subarray,42.30%,Hard,25.33%,32.50%,10.62%,3,3.319,,
1919,Leetcodify Similar Friends,42.90%,Hard,25.30%,32.50%,10.67%,3,3.320,Sql,1
675,Cut Off Trees for Golf Event,35.10%,Hard,25.20%,32.50%,10.81%,3,3.324,,
2289,Steps to Make Array Non-decreasing,20.20%,Medium,2.60%,41.40%,66.21%,2,3.324,,
1723,Find Minimum Time to Finish All Jobs,42.70%,Hard,25.10%,32.50%,10.96%,3,3.329,,
1639,Number of Ways to Form a Target String Given a Dictionary,42.60%,Hard,25.00%,32.50%,11.11%,3,3.333,,
719,Find K-th Smallest Pair Distance,35.40%,Hard,24.85%,32.50%,11.33%,3,3.340,,
1434,Number of Ways to Wear Different Hats to Each Other,42.40%,Hard,24.80%,32.50%,11.41%,3,3.342,,
1719,Number Of Ways To Reconstruct A Tree,42.30%,Hard,24.70%,32.50%,11.56%,3,3.347,,
975,Odd Even Jump,38.80%,Hard,24.50%,32.50%,11.85%,3,3.356,,
335,Self Crossing,29.20%,Hard,24.29%,32.50%,12.17%,3,3.365,,
479,Largest Palindrome Product,31.30%,Hard,24.27%,32.50%,12.19%,3,3.366,,
1397,Find All Good Strings,41.80%,Hard,24.20%,32.50%,12.30%,3,3.369,,
440,K-th Smallest in Lexicographical Order,30.60%,Hard,24.15%,32.50%,12.38%,3,3.371,,
1383,Maximum Performance of a Team,41.60%,Hard,24.00%,32.50%,12.59%,3,3.378,,
1606,Find Servers That Handled Most Number of Requests,41.60%,Hard,24.00%,32.50%,12.59%,3,3.378,,
1761,Minimum Degree of a Connected Trio in a Graph,41.60%,Hard,24.00%,32.50%,12.59%,3,3.378,,
1703,Minimum Adjacent Swaps for K Consecutive Ones,41.50%,Hard,23.90%,32.50%,12.74%,3,3.382,,
685,Redundant Connection II,33.90%,Hard,23.85%,32.50%,12.81%,3,3.384,,
321,Create Maximum Number,28.50%,Hard,23.79%,32.50%,12.90%,3,3.387,,
1912,Design Movie Rental System,41.30%,Hard,23.70%,32.50%,13.04%,3,3.391,,
2081,Sum of k-Mirror Numbers,41.30%,Hard,23.70%,32.50%,13.04%,3,3.391,,
1542,Find Longest Awesome Substring,41.20%,Hard,23.60%,32.50%,13.19%,3,3.396,,
1728,Cat and Mouse II,41.20%,Hard,23.60%,32.50%,13.19%,3,3.396,,
1012,Numbers With Repeated Digits,38.40%,Hard,23.56%,32.50%,13.25%,3,3.397,,
2188,Minimum Time to Finish the Race,40.90%,Hard,23.30%,32.50%,13.63%,3,3.409,,
1632,Rank Transform of a Matrix,40.80%,Hard,23.20%,32.50%,13.78%,3,3.413,,
871,Minimum Number of Refueling Stops,35.90%,Hard,23.13%,32.50%,13.89%,3,3.417,,
710,Random Pick with Blacklist,33.50%,Hard,23.09%,32.50%,13.95%,3,3.418,,
1563,Stone Game V,40.70%,Hard,23.10%,32.50%,13.93%,3,3.418,,
493,Reverse Pairs,30.30%,Hard,23.07%,32.50%,13.97%,3,3.419,,
878,Nth Magical Number,35.90%,Hard,23.02%,32.50%,14.04%,3,3.421,,
1199,Minimum Time to Build Blocks,40.60%,Hard,23.01%,32.50%,14.05%,3,3.422,,1
2123,Minimum Operations to Remove Adjacent Ones in Matrix,40.60%,Hard,23.00%,32.50%,14.07%,3,3.422,,1
2060,Check if an Original String Exists Given Two Encoded Strings,40.50%,Hard,22.90%,32.50%,14.22%,3,3.427,,
891,Sum of Subsequence Widths,35.90%,Hard,22.83%,32.50%,14.32%,3,3.430,,
2097,Valid Arrangement of Pairs,40.20%,Hard,22.60%,32.50%,14.67%,3,3.440,,
1655,Distribute Repeating Integers,40.10%,Hard,22.50%,32.50%,14.81%,3,3.444,,
1815,Maximum Number of Groups Getting Fresh Donuts,40.00%,Hard,22.40%,32.50%,14.96%,3,3.449,,
1857,Largest Color Value in a Directed Graph,40.00%,Hard,22.40%,32.50%,14.96%,3,3.449,,
913,Cat and Mouse,35.70%,Hard,22.31%,32.50%,15.10%,3,3.453,,
466,Count The Repetitions,29.10%,Hard,22.27%,32.50%,15.16%,3,3.455,,
803,Bricks Falling When Hit,34.00%,Hard,22.22%,32.50%,15.23%,3,3.457,,
2147,Number of Ways to Divide a Long Corridor,39.70%,Hard,22.10%,32.50%,15.41%,3,3.462,,
1787,Make the XOR of All Segments Equal to Zero,39.60%,Hard,22.00%,32.50%,15.56%,3,3.467,,
2167,Minimum Time to Remove All Cars Containing Illegal Goods,39.40%,Hard,21.80%,32.50%,15.85%,3,3.476,,
1330,Reverse Subarray To Maximize Array Value,39.30%,Hard,21.70%,32.50%,16.00%,3,3.480,,
1537,Get the Maximum Score,39.30%,Hard,21.70%,32.50%,16.00%,3,3.480,,
656,Coin Path,31.30%,Hard,21.68%,32.50%,16.03%,3,3.481,,1
1001,Grid Illumination,36.20%,Hard,21.52%,32.50%,16.27%,3,3.488,,
1938,Maximum Genetic Difference Query,39.10%,Hard,21.50%,32.50%,16.30%,3,3.489,,
2030,Smallest K-Length Subsequence With Occurrences of a Letter,39.00%,Hard,21.40%,32.50%,16.44%,3,3.493,,
1373,Maximum Sum BST in Binary Tree,38.90%,Hard,21.30%,32.50%,16.59%,3,3.498,,
1301,Number of Paths with Max Score,38.80%,Hard,21.20%,32.50%,16.74%,3,3.502,,
1645,Hopper Company Queries II,38.80%,Hard,21.20%,32.50%,16.74%,3,3.502,Sql,1
2301,Match Substring After Replacement,38.70%,Hard,21.10%,32.50%,16.89%,3,3.507,,
639,Decode Ways II,30.40%,Hard,21.03%,32.50%,17.00%,3,3.510,,
1883,Minimum Skips to Arrive at Meeting On Time,38.60%,Hard,21.00%,32.50%,17.04%,3,3.511,,
1515,Best Position for a Service Centre,38.50%,Hard,20.90%,32.50%,17.19%,3,3.516,,
1531,String Compression II,38.40%,Hard,20.80%,32.50%,17.33%,3,3.520,,
2227,Encrypt and Decrypt Strings,38.40%,Hard,20.80%,32.50%,17.33%,3,3.520,,
1766,Tree of Coprimes,38.30%,Hard,20.70%,32.50%,17.48%,3,3.524,,
2004,The Number of Seniors and Juniors to Join the Company,38.30%,Hard,20.70%,32.50%,17.48%,3,3.524,Sql,1
2141,Maximum Running Time of N Computers,38.30%,Hard,20.70%,32.50%,17.48%,3,3.524,,
1416,Restore The Array,38.10%,Hard,20.50%,32.50%,17.78%,3,3.533,,
1687,Delivering Boxes from Storage to Ports,38.10%,Hard,20.50%,32.50%,17.78%,3,3.533,,
1659,Maximize Grid Happiness,38.00%,Hard,20.40%,32.50%,17.93%,3,3.538,,
780,Reaching Points,31.80%,Hard,20.36%,32.50%,17.99%,3,3.540,,
1505,Minimum Possible Integer After at Most K Adjacent Swaps On Digits,37.80%,Hard,20.20%,32.50%,18.22%,3,3.547,,
1782,Count Pairs Of Nodes,37.80%,Hard,20.20%,32.50%,18.22%,3,3.547,,
2045,Second Minimum Time to Reach Destination,37.70%,Hard,20.10%,32.50%,18.37%,3,3.551,,
2122,Recover the Original Array,37.70%,Hard,20.10%,32.50%,18.37%,3,3.551,,
1520,Maximum Number of Non-Overlapping Substrings,37.50%,Hard,19.90%,32.50%,18.67%,3,3.560,,
1928,Minimum Cost to Reach Destination in Time,37.50%,Hard,19.90%,32.50%,18.67%,3,3.560,,
1095,Find in Mountain Array,35.90%,Hard,19.84%,32.50%,18.76%,3,3.563,,
1649,Create Sorted Array through Instructions,37.30%,Hard,19.70%,32.50%,18.96%,3,3.569,,
1819,Number of Different Subsequences GCDs,37.30%,Hard,19.70%,32.50%,18.96%,3,3.569,,
1610,Maximum Number of Visible Points,37.20%,Hard,19.60%,32.50%,19.11%,3,3.573,,
1681,Minimum Incompatibility,37.20%,Hard,19.60%,32.50%,19.11%,3,3.573,,
2267,Check if There Is a Valid Parentheses String Path,37.10%,Hard,19.50%,32.50%,19.26%,3,3.578,,
2111,Minimum Operations to Make the Array K-Increasing,37.00%,Hard,19.40%,32.50%,19.41%,3,3.582,,
1036,Escape a Large Maze,34.30%,Hard,19.11%,32.50%,19.84%,3,3.595,,
1453,Maximum Number of Darts Inside of a Circular Dartboard,36.70%,Hard,19.10%,32.50%,19.85%,3,3.596,,
1224,Maximum Equal Frequency,36.60%,Hard,19.00%,32.50%,20.00%,3,3.600,,
2296,Design a Text Editor,36.60%,Hard,19.00%,32.50%,20.00%,3,3.600,,
149,Max Points on a Line,21.00%,Hard,18.81%,32.50%,20.27%,3,3.608,,
1755,Closest Subsequence Sum,36.40%,Hard,18.80%,32.50%,20.30%,3,3.609,,
1354,Construct Target Array With Multiple Sums,36.30%,Hard,18.70%,32.50%,20.44%,3,3.613,,
1377,Frog Position After T Seconds,36.20%,Hard,18.60%,32.50%,20.59%,3,3.618,,
2197,Replace Non-Coprime Numbers in Array,36.20%,Hard,18.60%,32.50%,20.59%,3,3.618,,
2071,Maximum Number of Tasks You Can Assign,36.10%,Hard,18.50%,32.50%,20.74%,3,3.622,,
1153,String Transforms Into Another String,35.40%,Hard,18.49%,32.50%,20.76%,3,3.623,,1
1163,Last Substring in Lexicographical Order,35.40%,Hard,18.34%,32.50%,20.97%,3,3.629,,
2203,Minimum Weighted Subgraph With the Required Paths,35.80%,Hard,18.20%,32.50%,21.19%,3,3.636,,
1840,Maximum Building Height,35.20%,Hard,17.60%,32.50%,22.07%,3,3.662,,
1932,Merge BSTs to Create Single BST,35.10%,Hard,17.50%,32.50%,22.22%,3,3.667,,
2106,Maximum Fruits Harvested After at Most K Steps,35.10%,Hard,17.50%,32.50%,22.22%,3,3.667,,
2179,Count Good Triplets in an Array,35.00%,Hard,17.40%,32.50%,22.37%,3,3.671,,
2307,Check for Contradictions in Equations,35.00%,Hard,17.40%,32.50%,22.37%,3,3.671,,1
65,Valid Number,18.30%,Hard,17.35%,32.50%,22.45%,3,3.673,,
2242,Maximum Score of a Node Sequence,34.90%,Hard,17.30%,32.50%,22.52%,3,3.676,,
2258,Escape the Spreading Fire,34.90%,Hard,17.30%,32.50%,22.52%,3,3.676,,
1771,Maximize Palindrome Length From Subsequences,34.80%,Hard,17.20%,32.50%,22.67%,3,3.680,,
2223,Sum of Scores of Built Strings,34.70%,Hard,17.10%,32.50%,22.81%,3,3.684,,
1172,Dinner Plate Stacks,34.00%,Hard,16.81%,32.50%,23.24%,3,3.697,,
1307,Verbal Arithmetic Puzzle,34.40%,Hard,16.80%,32.50%,23.26%,3,3.698,,
1825,Finding MK Average,34.20%,Hard,16.60%,32.50%,23.56%,3,3.707,,
1847,Closest Room,34.20%,Hard,16.60%,32.50%,23.56%,3,3.707,,
1994,The Number of Good Subsets,34.20%,Hard,16.60%,32.50%,23.56%,3,3.707,,
2092,Find All People With Secret,34.00%,Hard,16.40%,32.50%,23.85%,3,3.716,,
1363,Largest Multiple of Three,33.90%,Hard,16.30%,32.50%,24.00%,3,3.720,,
1483,Kth Ancestor of a Tree Node,33.50%,Hard,15.90%,32.50%,24.59%,3,3.738,,
2019,The Score of Students Solving Math Expression,33.50%,Hard,15.90%,32.50%,24.59%,3,3.738,,
1553,Minimum Number of Days to Eat N Oranges,33.40%,Hard,15.80%,32.50%,24.74%,3,3.742,,
1044,Longest Duplicate Substring,30.90%,Hard,15.59%,32.50%,25.05%,3,3.752,,
2306,Naming a Company,33.00%,Hard,15.40%,32.50%,25.33%,3,3.760,,
2209,Minimum White Tiles After Covering With Carpets,32.60%,Hard,15.00%,32.50%,25.93%,3,3.778,,
2272,Substring With Largest Variance,32.40%,Hard,14.80%,32.50%,26.22%,3,3.787,,
805,Split Array With Same Average,26.20%,Hard,14.39%,32.50%,26.82%,3,3.805,,
887,Super Egg Drop,27.20%,Hard,14.19%,32.50%,27.12%,3,3.814,,
2025,Maximum Number of Ways to Partition an Array,31.70%,Hard,14.10%,32.50%,27.26%,3,3.818,,
1494,Parallel Courses II,31.50%,Hard,13.90%,32.50%,27.56%,3,3.827,,
2276,Count Integers in Intervals,31.30%,Hard,13.70%,32.50%,27.85%,3,3.836,,
862,Shortest Subarray with Sum at Least K,26.10%,Hard,13.46%,32.50%,28.21%,3,3.846,,
564,Find the Closest Palindrome,21.60%,Hard,13.33%,32.50%,28.40%,3,3.852,,
1808,Maximize Number of Nice Divisors,30.70%,Hard,13.10%,32.50%,28.74%,3,3.862,,
2127,Maximum Employees to Be Invited to a Meeting,30.70%,Hard,13.10%,32.50%,28.74%,3,3.862,,
1889,Minimum Space Wasted From Packaging,30.40%,Hard,12.80%,32.50%,29.19%,3,3.876,,
2213,Longest Substring of One Repeating Character,30.10%,Hard,12.50%,32.50%,29.63%,3,3.889,,
1917,Leetcodify Friends Recommendations,30.00%,Hard,12.40%,32.50%,29.78%,3,3.893,Sql,1
2132,Stamping the Grid,29.90%,Hard,12.30%,32.50%,29.93%,3,3.898,,
2040,Kth Smallest Product of Two Sorted Arrays,29.70%,Hard,12.10%,32.50%,30.22%,3,3.907,,
1960,Maximum Product of the Length of Two Palindromic Substrings,29.60%,Hard,12.00%,32.50%,30.37%,3,3.911,,
1923,Longest Common Subpath,28.20%,Hard,10.60%,32.50%,32.44%,3,3.973,,
2117,Abbreviating the Product of a Range,28.20%,Hard,10.60%,32.50%,32.44%,3,3.973,,
1862,Sum of Floored Pairs,28.10%,Hard,10.50%,32.50%,32.59%,3,3.978,,
2183,Count Array Pairs Divisible by K,27.20%,Hard,9.60%,32.50%,33.93%,3,4.018,,
2234,Maximum Total Beauty of the Gardens,26.80%,Hard,9.20%,32.50%,34.52%,3,4.036,,
420,Strong Password Checker,14.30%,Hard,8.14%,32.50%,36.09%,3,4.083,,
2157,Groups of Strings,24.80%,Hard,7.20%,32.50%,37.48%,3,4.124,,
2281,Sum of Total Strength of Wizards,23.40%,Hard,5.80%,32.50%,39.56%,3,4.187,,
1977,Number of Ways to Separate Numbers,22.00%,Hard,4.40%,32.50%,41.63%,3,4.249,,
2156,Find Substring With Given Hash Value,21.40%,Hard,3.80%,32.50%,42.52%,3,4.276,,
